id,en,es,ja,zh,hi,fr,ar
L746f8d28,[Title: omega_welcome],[Título: omega_bienvenida],[タイトル: omega_welcome],[标题：omega_welcome],[शीर्षक: ओमेगा_स्वागत],[Titre : omega_welcome],[العنوان: omega_welcome]
Ld96fd41c,[Objective: Auto-generated placeholder],[Objetivo: Marcador de posición generado automáticamente],[目的: 自動生成されたプレースホルダー],[目标：自动生成的占位符],[उद्देश्य: स्वतः उत्पन्न प्लेसहोल्डर],[Objectif : Espace réservé généré automatiquement],[الهدف: عنصر نائب تم إنشاؤه تلقائيًا]
L6c374225,This is a placeholder for omega_welcome.,Este es un marcador de posición para omega_welcome.,これはomega_welcomeのプレースホルダーです。,这是 omega_welcome 的占位符。,यह omega_welcome के लिए एक प्लेसहोल्डर है।,Ceci est un espace réservé pour omega_welcome.,هذا عنصر نائب لـ omega_welcome.
L4d54fde0,Indeed it is.,"En efecto, lo es.",確かにその通りです。,确实如此。,"जी हाँ, बिल्कुल।",En effet.,نعم، هذا صحيح.
level.omega_trial.task.task_boss.title,Slay the Omega Beast,Mata a la Bestia Omega,オメガビーストを倒せ,斩杀欧米茄巨兽,ओमेगा जानवर का वध करो,Tuez la Bête Oméga,اقضِ على وحش أوميغا
level.omega_trial.task.task_ability.title,Unleash Your Power,Desata tu poder,あなたの力を解き放て,释放你的力量,अपनी शक्ति को उजागर करें,Libérez votre pouvoir,أطلق العنان لقوتك
level.omega_trial.task.task_ability.desc,Use any ability to prove your strength.,Utiliza cualquier habilidad para demostrar tu fuerza.,自分の強さを証明するために、どんな能力でも活用しよう。,利用任何能力来证明你的实力。,अपनी क्षमता का उपयोग करके अपनी ताकत साबित करें।,Utilisez toutes vos capacités pour prouver votre force.,استخدم أي قدرة لديك لإثبات قوتك.
level.omega_trial.task.task_loot_omega.title,Retrieve the Omega Relic,Recupera la Reliquia Omega,オメガレリックを回収する,取回欧米茄圣物,ओमेगा अवशेष को पुनः प्राप्त करें,Récupérez la relique Omega,استرجع أثر أوميغا
level.omega_trial.task.task_visit_shrine.title,Visit the Ancient Shrine,Visita el antiguo santuario,古代の神殿を訪れる,参观古老神社,प्राचीन तीर्थस्थल की यात्रा करें,Visitez l'ancien sanctuaire,قم بزيارة المزار القديم
level.omega_trial.task.task_interact_console.title,Access the Mainframe,Acceso al sistema central,メインフレームにアクセスする,访问主机,मेनफ्रेम तक पहुंचें,Accéder au mainframe,الوصول إلى الحاسوب المركزي
level.omega_trial.task.task_convince_guard.title,Convince the Warden,Convence al alcaide,看守を説得する,说服典狱长,वार्डन को मनाएं,Convaincre le directeur,إقناع مدير السجن
level.omega_trial.task.task_countdown.title,Hold the Position,Mantener el puesto,ポジションを維持する,保持立场,पद पर बने रहें,Maintenez la position,حافظ على المنصب
level.omega_trial.task.task_countdown.desc,Defend the core for 3 rounds.,Defiende el núcleo durante 3 rondas.,3ラウンドの間、コアを防衛せよ。,防守核心区域 3 回合。,तीन राउंड तक कोर की रक्षा करें।,Défendez le noyau pendant 3 tours.,دافع عن النواة لمدة 3 جولات.
L22c88bb2,[Title: omega_finale_start],[Título: inicio del final omega],[タイトル: omega_finale_start],[标题：omega_finale_start],[शीर्षक: ओमेगा_फ़ाइनल_स्टार्ट],[Titre : omega_finale_start],[العنوان: omega_finale_start]
L811a1406,[Objective: Auto-generated placeholder],[Objetivo: Marcador de posición generado automáticamente],[目的: 自動生成されたプレースホルダー],[目标：自动生成的占位符],[उद्देश्य: स्वतः उत्पन्न प्लेसहोल्डर],[Objectif : Espace réservé généré automatiquement],[الهدف: عنصر نائب تم إنشاؤه تلقائيًا]
L69a2a03b,This is a placeholder for omega_finale_start.,Este es un marcador de posición para omega_finale_start.,これはomega_finale_startのプレースホルダーです。,这是 omega_finale_start 的占位符。,यह omega_finale_start के लिए एक प्लेसहोल्डर है।,Ceci est un espace réservé pour omega_finale_start.,هذا عنصر نائب لـ omega_finale_start.
L60a6ac98,Indeed it is.,"En efecto, lo es.",確かにその通りです。,确实如此。,"जी हाँ, बिल्कुल।",En effet.,نعم، هذا صحيح.
L79389615,[Title: omega_victory],[Título: omega_victory],[タイトル: オメガの勝利],[标题：omega_victory],[शीर्षक: ओमेगा_विजय],[Titre : omega_victory],[العنوان: أوميغا_انتصار]
L76fb2150,[Objective: Auto-generated placeholder],[Objetivo: Marcador de posición generado automáticamente],[目的: 自動生成されたプレースホルダー],[目标：自动生成的占位符],[उद्देश्य: स्वतः उत्पन्न प्लेसहोल्डर],[Objectif : Espace réservé généré automatiquement],[الهدف: عنصر نائب تم إنشاؤه تلقائيًا]
Lef722604,This is a placeholder for omega_victory.,Este es un marcador de posición para omega_victory.,これはomega_victoryのプレースホルダーです。,这是 omega_victory 的占位符。,यह ओमेगा_विक्ट्री के लिए एक प्लेसहोल्डर है।,Ceci est un espace réservé pour omega_victory.,هذا عنصر نائب لـ omega_victory.
L5ae6de3f,Indeed it is.,"En efecto, lo es.",確かにその通りです。,确实如此。,"जी हाँ, बिल्कुल।",En effet.,نعم، هذا صحيح.
level.omega_trial.name,The Omega Trial,El juicio Omega,オメガトライアル,欧米茄试炼,ओमेगा परीक्षण,Le procès Omega,محاكمة أوميغا
level.test_item_conv.task.task_reward_test.title,Get Reward,Obtén una recompensa,報酬を獲得する,获得奖励,इनाम मिलना,Obtenez une récompense,احصل على مكافأة
level.test_item_conv.name,Item Conversion Test,Prueba de conversión de artículos,アイテム変換テスト,商品转化率测试,आइटम रूपांतरण परीक्षण,Test de conversion d'articles,اختبار تحويل العناصر
L0f289f4c,[Title: guard_pass],[Título: guard_pass],[タイトル: ガードパス],[标题：守卫通行],[शीर्षक: गार्ड_पास],[Titre : garde_passe],[العنوان: guard_pass]
L990be1a8,[Objective: Auto-generated placeholder],[Objetivo: Marcador de posición generado automáticamente],[目的: 自動生成されたプレースホルダー],[目标：自动生成的占位符],[उद्देश्य: स्वतः उत्पन्न प्लेसहोल्डर],[Objectif : Espace réservé généré automatiquement],[الهدف: عنصر نائب تم إنشاؤه تلقائيًا]
Lec0d4b8f,This is a placeholder for guard_pass.,Este es un marcador de posición para guard_pass.,これはguard_passのプレースホルダーです。,这是 guard_pass 的占位符。,यह guard_pass के लिए एक प्लेसहोल्डर है।,Ceci est un espace réservé pour guard_pass.,هذا عنصر نائب لـ guard_pass.
L71305776,Indeed it is.,"En efecto, lo es.",確かにその通りです。,确实如此。,"जी हाँ, बिल्कुल।",En effet.,نعم، هذا صحيح.
L1ebd66a0,[Title: mission_end],[Título: misión_fin],[タイトル: ミッション終了],[标题：任务结束],[शीर्षक: मिशन_समाप्त],[Titre : fin de mission],[العنوان: نهاية المهمة]
Lec5445d0,[Objective: Auto-generated placeholder],[Objetivo: Marcador de posición generado automáticamente],[目的: 自動生成されたプレースホルダー],[目标：自动生成的占位符],[उद्देश्य: स्वतः उत्पन्न प्लेसहोल्डर],[Objectif : Espace réservé généré automatiquement],[الهدف: عنصر نائب تم إنشاؤه تلقائيًا]
Ld834ea80,This is a placeholder for mission_end.,Este es un marcador de posición para mission_end.,これはmission_endのプレースホルダーです。,这是任务结束的占位符。,यह mission_end के लिए एक प्लेसहोल्डर है।,Ceci est un espace réservé pour mission_end.,هذا عنصر نائب لـ mission_end.
L7a7c2a81,Indeed it is.,"En efecto, lo es.",確かにその通りです。,确实如此。,"जी हाँ, बिल्कुल।",En effet.,نعم، هذا صحيح.
level.convince_guard.task.task_convince_guard.title,Convince the Guard,Convencer al guardia,警備員を説得する,说服守卫,गार्ड को मनाओ,Convaincre le garde,أقنع الحارس
level.convince_guard.task.task_convince_guard.desc,The guard is blocking the pass. You must convince him that your mission is urgent.,El guardia está bloqueando el paso. Debes convencerlo de que tu misión es urgente.,警備兵が通行を阻んでいます。あなたの任務が緊急であることを彼に納得させなければなりません。,守卫挡住了去路。你必须让他相信你的任务很紧急。,गार्ड रास्ता रोक रहा है। आपको उसे समझाना होगा कि आपका मिशन अत्यंत आवश्यक है।,Le garde bloque le passage. Vous devez le convaincre de l'urgence de votre mission.,الحارس يعرقل المرور. عليك إقناعه بأن مهمتك عاجلة.
L5faa17b2,[Title: guard_halt],[Título: guard_halt],[タイトル: ガード停止],[标题：守卫停止],[शीर्षक: गार्ड_हॉल्ट],[Titre : guard_halt],[العنوان: إيقاف_الحارس]
La316c019,[Objective: Auto-generated placeholder],[Objetivo: Marcador de posición generado automáticamente],[目的: 自動生成されたプレースホルダー],[目标：自动生成的占位符],[उद्देश्य: स्वतः उत्पन्न प्लेसहोल्डर],[Objectif : Espace réservé généré automatiquement],[الهدف: عنصر نائب تم إنشاؤه تلقائيًا]
Lb332b740,This is a placeholder for guard_halt.,Este es un marcador de posición para guard_halt.,これは guard_halt のプレースホルダーです。,这是 guard_halt 的占位符。,यह guard_halt के लिए एक प्लेसहोल्डर है।,Ceci est un espace réservé pour guard_halt.,هذا عنصر نائب لـ guard_halt.
La9182890,Indeed it is.,"En efecto, lo es.",確かにその通りです。,确实如此。,"जी हाँ, बिल्कुल।",En effet.,نعم، هذا صحيح.
level.convince_guard.task.task_reach_exit.title,Leave the Area,Abandone la zona,そのエリアから離れてください,离开该区域,इलाका छोड़ दें,Quittez la zone,غادر المنطقة
level.convince_guard.task.task_reach_exit.desc,Travel to the mountain pass to reach your destination.,Viaja hasta el paso de montaña para llegar a tu destino.,目的地にたどり着くには、山道を通って行く必要があります。,前往山口即可到达目的地。,अपने गंतव्य तक पहुंचने के लिए पर्वतीय दर्रे से होकर यात्रा करें।,Empruntez le col de montagne pour atteindre votre destination.,سافر إلى الممر الجبلي للوصول إلى وجهتك.
level.convince_guard.name,Convince the Guard,Convencer al guardia,警備員を説得する,说服守卫,गार्ड को मनाओ,Convaincre le garde,أقنع الحارس
L88efa924,[Title: guard_convinced],[Título: guardia_convencido],[タイトル: 警備員が納得],[标题：守卫_确信],[शीर्षक: गार्ड आश्वस्त],[Titre : garde_convaincu],[العنوان: الحارس_مقتنعًا]
Lf28f92fa,[Objective: Auto-generated placeholder],[Objetivo: Marcador de posición generado automáticamente],[目的: 自動生成されたプレースホルダー],[目标：自动生成的占位符],[उद्देश्य: स्वतः उत्पन्न प्लेसहोल्डर],[Objectif : Espace réservé généré automatiquement],[الهدف: عنصر نائب تم إنشاؤه تلقائيًا]
La447bb3b,This is a placeholder for guard_convinced.,Este es un marcador de posición para guard_convinced.,これは guard_convinced のプレースホルダーです。,这是 guard_convinced 的占位符。,यह guard_convinced के लिए एक प्लेसहोल्डर है।,Ceci est un espace réservé pour guard_convinced.,هذا عنصر نائب لـ guard_convinced.
L1eb145b3,Indeed it is.,"En efecto, lo es.",確かにその通りです。,确实如此。,"जी हाँ, बिल्कुल।",En effet.,نعم، هذا صحيح.
L3ab0cc97,[Title: mission_complete],[Título: misión_completada],[タイトル: ミッション完了],[标题：任务完成],[शीर्षक: मिशन पूरा हुआ],[Titre : mission_terminée],[العنوان: اكتملت المهمة]
Lf5ad84a2,[Objective: Auto-generated placeholder],[Objetivo: Marcador de posición generado automáticamente],[目的: 自動生成されたプレースホルダー],[目标：自动生成的占位符],[उद्देश्य: स्वतः उत्पन्न प्लेसहोल्डर],[Objectif : Espace réservé généré automatiquement],[الهدف: عنصر نائب تم إنشاؤه تلقائيًا]
L82dc37cf,This is a placeholder for mission_complete.,Este es un marcador de posición para la misión completada.,これはmission_completeのプレースホルダーです。,这是任务完成的占位符。,यह mission_complete के लिए एक प्लेसहोल्डर है।,Ceci est un espace réservé pour mission_complete.,هذا عنصر نائب لـ mission_complete.
L49c30dd4,Indeed it is.,"En efecto, lo es.",確かにその通りです。,确实如此。,"जी हाँ, बिल्कुल।",En effet.,نعم، هذا صحيح.
Lbafa8876,{{initiator_name}}: [Title: mission_start],{{initiator_name}}: [Título: inicio de la misión],{{initiator_name}}: [タイトル: mission_start],{{initiator_name}}: [标题: mission_start],{{initiator_name}}: [शीर्षक: मिशन_प्रारंभ],{{initiator_name}}: [Titre: mission_start],{{initiator_name}}: [Title: mission_start]
L6440b0d4,{{initiator_name}}: [Narrative Goal: Pending narrative description for mission_start...],{{initiator_name}}: [Objetivo narrativo: Descripción narrativa pendiente para el inicio de la misión...],{{initiator_name}}: [物語目標: mission_start の物語説明を保留中...],{{initiator_name}}: [叙事目标：任务开始的叙事描述待定...],{{initiator_name}}: [वर्णनात्मक लक्ष्य: मिशन_प्रारंभ के लिए लंबित वर्णनात्मक विवरण...],{{initiator_name}}: [Objectif narratif : Description narrative en attente pour mission_start...],{{initiator_name}}: [الهدف السردي: وصف سردي معلق لمهمة_البداية...]
Lc67367f0,{{initiator_name}}: This is a placeholder for mission_start.,{{initiator_name}}: Este es un marcador de posición para mission_start.,{{initiator_name}}: これはmission_startのプレースホルダーです。,{{initiator_name}}: 这是 mission_start 的占位符。,{{initiator_name}}: यह mission_start के लिए एक प्लेसहोल्डर है।,{{initiator_name}}: Ceci est un espace réservé pour mission_start.,{{initiator_name}}: هذا عنصر نائب لـ mission_start.
Lac17ea42,{{partner_name}}: Indeed it is.,"{{partner_name}}: En efecto, lo es.",{{partner_name}}: まさにその通りです。,{{partner_name}}：确实如此。,{{partner_name}}: बिल्कुल सही।,{{partner_name}}: En effet.,{{partner_name}}: نعم، هذا صحيح.
Le5a357d1,{{initiator_name}}: [Title: Convince the Guard],{{initiator_name}}: [Título: Convencer al guardia],{{initiator_name}}: [タイトル: 警備員を説得する],{{initiator_name}}: [标题：说服守卫],{{initiator_name}}: [शीर्षक: गार्ड को मनाना],{{initiator_name}}: [Titre : Convaincre la garde],{{initiator_name}}: [العنوان: إقناع الحارس]
L040bcdce,{{initiator_name}}: [Narrative Goal: The guard is blocking the pass. You must convince him that your mission is urgent.],{{initiator_name}}: [Objetivo narrativo: El guardia está bloqueando el pase. Debes convencerlo de que tu misión es urgente.],{{initiator_name}}: [物語上の目標：警備兵が通行を妨害しています。あなたの任務が緊急であることを彼に納得させなければなりません。],{{initiator_name}}: [叙事目标：守卫挡住了去路。你必须说服他你的任务很紧急。],{{initiator_name}}: [कथात्मक लक्ष्य: गार्ड रास्ता रोक रहा है। आपको उसे यह विश्वास दिलाना होगा कि आपका मिशन अत्यंत आवश्यक है।],{{initiator_name}}: [Objectif narratif : Le garde bloque le passage. Vous devez le convaincre que votre mission est urgente.],{{initiator_name}}: [الهدف السردي: الحارس يعترض الطريق. يجب عليك إقناعه بأن مهمتك عاجلة.]
L97c895f1,{{initiator_name}}: [Task: task_convince_guard],{{initiator_name}}: [Tarea: task_convince_guard],{{initiator_name}}: [タスク: task_convince_guard],{{initiator_name}}: [任务: task_convince_guard],{{आरंभकर्ता_नाम}}: [कार्य: task_convince_guard],{{initiator_name}}: [Tâche : task_convince_guard],{{initiator_name}}: [Task: task_convince_guard]
La99e49fe,{{initiator_name}}: [Stage: stage_1_persuasion],{{initiator_name}}: [Etapa: etapa_1_persuasión],{{initiator_name}}: [ステージ: stage_1_persuasion],{{initiator_name}}: [阶段: stage_1_persuasion],{{initiator_name}}: [चरण: stage_1_persuasion],{{initiator_name}}: [Étape : stage_1_persuasion],{{initiator_name}}: [المرحلة: المرحلة 1: الإقناع]
L445a1e92,{{initiator_name}}: [Title: Leave the Area],{{initiator_name}}: [Título: Abandonar la zona],{{initiator_name}}: [タイトル: エリアから退去してください],{{initiator_name}}: [标题：离开该区域],{{initiator_name}}: [शीर्षक: क्षेत्र छोड़ें],{{initiator_name}}: [Titre : Quitter la zone],{{initiator_name}}: [العنوان: مغادرة المنطقة]
L86a092b5,{{initiator_name}}: [Narrative Goal: Travel to the mountain pass to reach your destination.],{{initiator_name}}: [Objetivo narrativo: Viajar al paso de montaña para llegar a tu destino.],{{initiator_name}}: [物語上の目標：山道を通り、目的地へ向かう。],{{initiator_name}}: [叙事目标：前往山口到达目的地。],{{initiator_name}}: [कथात्मक लक्ष्य: अपने गंतव्य तक पहुँचने के लिए पर्वतीय दर्रे की यात्रा करें।],{{initiator_name}}: [Objectif narratif : Voyager jusqu’au col de montagne pour atteindre votre destination.],{{initiator_name}}: [الهدف السردي: السفر إلى الممر الجبلي للوصول إلى وجهتك.]
L6e6f411a,{{initiator_name}}: [Task: task_reach_exit],{{initiator_name}}: [Tarea: task_reach_exit],{{initiator_name}}: [タスク: task_reach_exit],{{initiator_name}}: [任务: task_reach_exit],{{आरंभकर्ता_नाम}}: [कार्य: task_reach_exit],{{initiator_name}}: [Tâche: task_reach_exit],{{initiator_name}}: [Task: task_reach_exit]
L8eeac612,{{initiator_name}}: [Stage: stage_2_exit],{{initiator_name}}: [Etapa: stage_2_exit],{{initiator_name}}: [ステージ: stage_2_exit],{{initiator_name}}: [阶段: stage_2_exit],{{initiator_name}}: [चरण: stage_2_exit],{{initiator_name}}: [Étape : stage_2_exit],{{initiator_name}}: [المرحلة: المرحلة_2_الخروج]
L0ba65c92,{{initiator_name}}: [Journal: convince_the_guard],{{initiator_name}}: [Diario: convencer_al_guardia],{{initiator_name}}: [ジャーナル: 警備員を説得する],{{initiator_name}}: [日志: 说服守卫],{{initiator_name}}: [जर्नल: गार्ड को मनाना],{{initiator_name}}: [Journal: convince_the_guard],{{initiator_name}}: [Journal: suggest_the_guard]
L1c393a0d,{{initiator_name}}: This is a placeholder for convince_the_guard.,{{initiator_name}}: Este es un marcador de posición para convencer_al_guardia.,{{initiator_name}}: これはconvince_the_guardのプレースホルダーです。,{{initiator_name}}: 这是convenience_the_guard的占位符。,{{initiator_name}}: यह convince_the_guard के लिए एक प्लेसहोल्डर है।,{{initiator_name}}: Ceci est un espace réservé pour convaincre_le_garde.,"{{initiator_name}}: هذا عنصر نائب لـ ""اقتراح الحارس""."
L0a75f2cc,Guard: Indeed it is.,Guardia: En efecto.,警備員：確かにその通りです。,守卫：确实如此。,"गार्ड: जी हाँ, बिल्कुल।",Garde : En effet.,الحارس: صحيح.
Lfe657f9f,{{initiator_name}}: [Journal: leave_the_area],{{initiator_name}}: [Diario: leave_the_area],{{initiator_name}}: [ジャーナル: エリアを離れる],{{initiator_name}}: [日志: 离开区域],{{initiator_name}}: [जर्नल: leave_the_area],{{initiator_name}}: [Journal: leave_the_area],{{initiator_name}}: [Journal: leave_the_area]
L785e351b,{{initiator_name}}: This is a placeholder for leave_the_area.,{{initiator_name}}: Este es un marcador de posición para leave_the_area.,{{initiator_name}}: これは leave_the_area のプレースホルダーです。,{{initiator_name}}: 这是 leave_the_area 的占位符。,{{initiator_name}}: यह leave_the_area के लिए एक प्लेसहोल्डर है।,{{initiator_name}}: Ceci est un espace réservé pour leave_the_area.,{{initiator_name}}: هذا عنصر نائب لـ leave_the_area.
Le0fa42fd,{{partner_name}}: Indeed it is.,"{{partner_name}}: En efecto, lo es.",{{partner_name}}: まさにその通りです。,{{partner_name}}：确实如此。,{{partner_name}}: बिल्कुल सही।,{{partner_name}}: En effet.,{{partner_name}}: نعم، هذا صحيح.
L3234ecb1,{{initiator_name}}: [Title: Check the Crate],{{initiator_name}}: [Título: Revisar la caja],{{initiator_name}}: [タイトル: クレートを確認する],{{initiator_name}}: [标题：检查箱子],{{initiator_name}}: [शीर्षक: क्रेट की जाँच करें],{{initiator_name}}: [Titre : Vérifier la caisse],{{initiator_name}}: [العنوان: تحقق من الصندوق]
L7e706c15,{{initiator_name}}: [Narrative Goal: There's a crate here. See what's inside.],{{initiator_name}}: [Objetivo narrativo: Hay una caja aquí. Mira qué hay dentro.],{{initiator_name}}: [物語上の目標: ここに木箱があります。中身を見てみましょう。],{{initiator_name}}: [叙事目标：这里有个箱子。看看里面是什么。],{{initiator_name}}: [कथात्मक लक्ष्य: यहाँ एक बक्सा है। देखो इसके अंदर क्या है।],{{initiator_name}}: [Objectif narratif : Il y a une caisse ici. Voyez ce qu'il y a à l'intérieur.],{{initiator_name}}: [الهدف السردي: يوجد صندوق هنا. انظر ما بداخله.]
L28960144,{{initiator_name}}: [Task: task_check_loot],{{initiator_name}}: [Tarea: task_check_loot],{{initiator_name}}: [タスク: task_check_loot],{{initiator_name}}: [任务: task_check_loot],{{आरंभकर्ता_नाम}}: [कार्य: task_check_loot],{{initiator_name}}: [Tâche : task_check_loot],{{initiator_name}}: [Task: task_check_loot]
L377ca5ad,{{initiator_name}}: [Stage: stage_2_exit],{{initiator_name}}: [Etapa: stage_2_exit],{{initiator_name}}: [ステージ: stage_2_exit],{{initiator_name}}: [阶段: stage_2_exit],{{initiator_name}}: [चरण: stage_2_exit],{{initiator_name}}: [Étape : stage_2_exit],{{initiator_name}}: [المرحلة: المرحلة_2_الخروج]
L1748eebe,{{initiator_name}}: [Journal: found_loot],{{initiator_name}}: [Diario: found_loot],{{initiator_name}}: [ジャーナル: found_loot],{{initiator_name}}: [日志: found_loot],{{initiator_name}}: [जर्नल: मिला हुआ सामान],{{initiator_name}}: [Journal: found_loot],{{initiator_name}}: [Journal: found_loot]
Lb7f10b0a,{{initiator_name}}: This is a placeholder for found_loot.,{{initiator_name}}: Este es un marcador de posición para found_loot.,{{initiator_name}}: これは found_loot のプレースホルダーです。,{{initiator_name}}: 这是 found_loot 的占位符。,{{initiator_name}}: यह found_loot के लिए एक प्लेसहोल्डर है।,{{initiator_name}}: Ceci est un espace réservé pour found_loot.,{{initiator_name}}: هذا عنصر نائب لـ found_loot.
Lfe7e8b95,{{initiator_name}}: [Title: Visit the Tavern],{{initiator_name}}: [Título: Visita la taberna],{{initiator_name}}: [タイトル: 酒場を訪れる],{{initiator_name}}: [标题：参观酒馆],{{initiator_name}}: [शीर्षक: सराय में जाएँ],{{initiator_name}}: [Titre : Visitez la taverne],{{initiator_name}}: [العنوان: زيارة الحانة]
L29e3e6f6,{{initiator_name}}: [Narrative Goal: The local tavern might have some useful information.],{{initiator_name}}: [Objetivo narrativo: La taberna local podría tener información útil.],{{initiator_name}}: [物語上の目標：地元の酒場には役立つ情報があるかもしれない。],{{initiator_name}}: [叙事目标：当地酒馆或许能提供一些有用的信息。],{{initiator_name}}: [कथात्मक लक्ष्य: स्थानीय शराबखाने में कुछ उपयोगी जानकारी मिल सकती है।],{{initiator_name}}: [Objectif narratif : La taverne locale pourrait contenir des informations utiles.],{{initiator_name}}: [الهدف السردي: قد تحتوي الحانة المحلية على بعض المعلومات المفيدة.]
L84741a2c,{{initiator_name}}: [Task: task_visit_tavern],{{initiator_name}}: [Tarea: task_visit_tavern],{{initiator_name}}: [タスク: 酒場訪問],{{initiator_name}}: [任务: task_visit_tavern],{{आरंभकर्ता_नाम}}: [कार्य: कार्य_सराय_पर_जाना],{{initiator_name}}: [Tâche: task_visit_tavern],{{initiator_name}}: [Task: task_visit_tavern]
Le501c163,{{initiator_name}}: [Stage: stage_2_exit],{{initiator_name}}: [Etapa: stage_2_exit],{{initiator_name}}: [ステージ: stage_2_exit],{{initiator_name}}: [阶段: stage_2_exit],{{initiator_name}}: [चरण: stage_2_exit],{{initiator_name}}: [Étape : stage_2_exit],{{initiator_name}}: [المرحلة: المرحلة_2_الخروج]
Lf6ffee23,{{initiator_name}}: [Journal: tavern_chatter],{{initiator_name}}: [Diario: tabern_chatter],{{initiator_name}}: [ジャーナル: tavern_chatter],{{initiator_name}}: [日志: 酒馆闲聊],{{initiator_name}}: [जर्नल: टैवर्न_चैटर],{{initiator_name}}: [Journal: tavern_chatter],{{initiator_name}}: [Journal: tavern_chatter]
L96b418f8,{{initiator_name}}: This is a placeholder for tavern_chatter.,{{initiator_name}}: Este es un marcador de posición para la charla de la taberna.,{{initiator_name}}: これはtavern_chatterのプレースホルダーです。,{{initiator_name}}: 这是 tavern_chatter 的占位符。,{{initiator_name}}: यह टैवर्न_चैटर के लिए एक प्लेसहोल्डर है।,{{initiator_name}}: Ceci est un espace réservé pour tavern_chatter.,{{initiator_name}}: هذا عنصر نائب لـ tavern_chatter.
L5b8a4bbf,Person of Tavern: Indeed it is.,Persona de la taberna: En efecto.,酒場の主人：確かにそうですね。,酒馆老板：的确如此。,सराय का मालिक: बिल्कुल सही।,Le tenancier de la taverne : En effet.,صاحب الحانة: نعم، هذا صحيح.
Lf86c98b8,{{initiator_name}}: [Title: Explore the Cabin],{{initiator_name}}: [Título: Explorar la cabaña],{{initiator_name}}: [タイトル: 小屋を探検しよう],{{initiator_name}}: [标题：探索小屋],{{initiator_name}}: [शीर्षक: केबिन का अन्वेषण करें],{{initiator_name}}: [Titre : Explorez la cabane],{{initiator_name}}: [العنوان: استكشف المقصورة]
Lbc3d2530,{{initiator_name}}: [Narrative Goal: A small cabin stands alone in the woods.],{{initiator_name}}: [Objetivo narrativo: Una pequeña cabaña se alza solitaria en el bosque.],{{initiator_name}}: [物語の目標: 森の中に小さな小屋がぽつんと建っている。],{{initiator_name}}: [叙事目标：一座小木屋孤零零地矗立在树林中。],{{initiator_name}}: [कथात्मक लक्ष्य: जंगल में एक छोटी सी झोपड़ी अकेली खड़ी है।],{{initiator_name}}: [Objectif narratif : Une petite cabane se dresse seule dans les bois.],{{initiator_name}}: [الهدف السردي: كوخ صغير يقف وحيداً في الغابة.]
Lb78bd3a1,{{initiator_name}}: [Task: task_explore_cabin],{{initiator_name}}: [Tarea: task_explore_cabin],{{initiator_name}}: [タスク: task_explore_cabin],{{initiator_name}}: [任务: task_explore_cabin],{{आरंभकर्ता_नाम}}: [कार्य: task_explore_cabin],{{initiator_name}}: [Tâche : task_explore_cabin],{{initiator_name}}: [Task: task_explore_cabin]
L24a7e84a,{{initiator_name}}: [Stage: stage_2_exit],{{initiator_name}}: [Etapa: stage_2_exit],{{initiator_name}}: [ステージ: stage_2_exit],{{initiator_name}}: [阶段: stage_2_exit],{{initiator_name}}: [चरण: stage_2_exit],{{initiator_name}}: [Étape : stage_2_exit],{{initiator_name}}: [المرحلة: المرحلة_2_الخروج]
La8cdb0e1,{{initiator_name}}: [Journal: cabin_search],{{initiator_name}}: [Diario: cabin_search],{{initiator_name}}: [ジャーナル: cabin_search],{{initiator_name}}: [日志: cabin_search],{{initiator_name}}: [जर्नल: केबिन_खोज],{{initiator_name}}: [Journal: cabin_search],{{initiator_name}}: [Journal: cabin_search]
La7332f57,{{initiator_name}}: This is a placeholder for cabin_search.,{{initiator_name}}: Este es un marcador de posición para cabin_search.,{{initiator_name}}: これは cabin_search のプレースホルダーです。,{{initiator_name}}: 这是 cabin_search 的占位符。,{{initiator_name}}: यह cabin_search के लिए एक प्लेसहोल्डर है।,{{initiator_name}}: Ceci est un espace réservé pour cabin_search.,{{initiator_name}}: هذا عنصر نائب لـ cabin_search.
level.convince_guard.task.task_check_loot.title,Check the Crate,Revisa la caja,木箱を確認してください,检查箱子,क्रेट की जाँच करें,Vérifiez la caisse,تحقق من الصندوق
level.convince_guard.task.task_check_loot.desc,There's a crate here. See what's inside.,Aquí hay una caja. Mira qué hay dentro.,ここに木箱がある。中身を見てごらん。,这里有个箱子。看看里面是什么。,यहां एक बक्सा है। देखो इसके अंदर क्या है।,Il y a une caisse ici. Regarde ce qu'il y a dedans.,يوجد صندوق هنا. انظر ماذا يوجد بداخله.
level.convince_guard.task.task_visit_tavern.title,Visit the Tavern,Visita la taberna,酒場を訪れて,去酒馆,सराय में जाएँ,Visitez la taverne,قم بزيارة الحانة
level.convince_guard.task.task_visit_tavern.desc,The local tavern might have some useful information.,La taberna local podría tener información útil.,地元の酒場には役立つ情報があるかもしれない。,当地酒馆或许能提供一些有用的信息。,स्थानीय शराबखाने में कुछ उपयोगी जानकारी मिल सकती है।,La taverne du coin pourrait avoir des informations utiles.,قد تجد بعض المعلومات المفيدة في الحانة المحلية.
level.convince_guard.task.task_explore_cabin.title,Explore the Cabin,Explora la cabaña,キャビンを探検しよう,探索小屋,केबिन का अन्वेषण करें,Explorez la cabine,استكشف الكابينة
